name,nature,termStart,termEnd,state,constituency,party,gender,education,educationDetails,age,debates,bills,questions,attendance,notes
Kapil Sibal,Elected,18-May-09,In office,Delhi,Chandni Chowk,Indian National Congress,Male,Post Graduate,"M.A. (History), LL. M.; Educated at St. Stephen`s College, University of Delhi, Delhi and Harward Law School, USA",63,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Kariya Munda,Elected,18-May-09,In office,Jharkhand,Khunti,Bharatiya Janata Party,Male,Post Graduate,"M.A.; Educated at Ranchi University, Ranchi, Jharkhand",76,N/A,N/A,N/A,N/A,"As Deputy Speaker, this MP does not not sign the attendance register, ask questions, introduce private member bills, or participate in debates. (All data updated till 22 May 2012)"
Katti Ramesh Vishwanath,Elected,18-May-09,In office,Karnataka,Chikkodi,Bharatiya Janata Party,Male,Under Graduate,PUC (Science),47,7,0,63,71, (All data updated till 22 May 2012)
Kaushalendra Kumar,Elected,18-May-09,In office,Bihar,Nalanda,Janata Dal (United),Male,Inter/ Higher Secondary,"I.A.; Educated S.P.M. College, Udatpuri, Biharsharif, Nalanda, Bihar",54,84,0,342,97, (All data updated till 22 May 2012)
Kavuri Samba Siva Rao,Elected,18-May-09,In office,Andhra Pradesh,Eluru,Indian National Congress,Male,Graduate,"B.E.; Educated at Regional Engineering College, Warangal, Andhra Pradesh",68,28,0,143,81, (All data updated till 22 May 2012)
Khagen Das,Elected,18-May-09,In office,Tripura,Tripura West,Communist Party of India (Marxist),Male,Post Graduate,"M.Com., B.Ed.; Educated at S.N. College and Calcutta University, Kolkatta; West Bengal",74,29,1,166,74, (All data updated till 22 May 2012)
Khatgaonkar Patil Bhaskarrao Bapurao,Elected,18-May-09,In office,Maharashtra,Nanded,Indian National Congress,Male,Graduate,"B.E. (Mech.); Educated at Osmania University, Hyderabad, Andhra Pradesh",67,4,0,546,76, (All data updated till 22 May 2012)
Khiladi Lal Bairwa,Elected,18-May-09,In office,Rajasthan,Karauli-Dholpur,Indian National Congress,Male,Graduate,"B.A.; Educated at Hindi Vishwavidyalaya Allahabad, Uttar Pradesh",48,18,0,105,93, (All data updated till 22 May 2012)
Killi Krupa Rani,Elected,18-May-09,In office,Andhra Pradesh,Srikakulam,Indian National Congress,Female,Graduate,"M.B.B.S.; Educated at Andhra Medical College, Visakhapatanam, Andhra Pradesh",46,18,0,296,88, (All data updated till 22 May 2012)
Kirit Premjibhai Solanki,Elected,18-May-09,In office,Gujarat,Ahmedabad West,Bharatiya Janata Party,Male,Post Graduate,"M.B.B.S., M.S. and F.I.C.S.; Educated at (i) Smt. N.H.L. Municipal Medial College and K.M. School of Post Graduate Medicine and Research, Sheth V.S. General Hospital , Ahmedabad; (ii) B.J. Medical College and Civil Hospital, Ahmedabad; and (iii) Fellow of",61,115,8,328,93, (All data updated till 22 May 2012)
Kirodilal Meena,Elected,18-May-09,In office,Rajasthan,Dausa,Independent,Male,Graduate,"M.B.B.S.; Educated at S.P. Medical College, Bikaner, Rajasthan",60,31,0,415,92, (All data updated till 22 May 2012)
Kirti (Jha) Azad,Elected,18-May-09,In office,Bihar,Darbhanga,Bharatiya Janata Party,Male,Graduate,"B.A. (Hons.) History; Educated at St. Stephen's College, University of Delhi, Delhi",53,24,0,155,92, (All data updated till 22 May 2012)
Kishanbhai Vestabhai Patel,Elected,18-May-09,In office,Gujarat,Valsad,Indian National Congress,Male,Inter/ Higher Secondary,,47,8,0,473,86, (All data updated till 22 May 2012)
Komatireddy Raj Gopal Reddy,Elected,18-May-09,In office,Andhra Pradesh,Bhongir,Indian National Congress,Male,Graduate,B.A.; Osmania University,44,0,0,158,65, (All data updated till 22 May 2012)
Konakalla Narayana Rao,Elected,18-May-09,In office,Andhra Pradesh,Machilipatnam,Telugu Desam Party,Male,Inter/ Higher Secondary,,62,3,0,11,77, (All data updated till 22 May 2012)
Krishna Tirath,Elected,18-May-09,In office,Delhi,North West Delhi,Indian National Congress,Female,Post Graduate,"M.A., B.Ed.; Educated at University of Delhi and C.I.E., University of Delhi",57,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Kristappa Nimmala,Elected,18-May-09,In office,Andhra Pradesh,Hindupur,Telugu Desam Party,Male,Graduate,"B.Com.; Educated at Osmania College, Kurnool",55,7,0,21,83, (All data updated till 22 May 2012)
Kuldeep Bishnoi,Elected,22-Nov-11,In office,Haryana,Hisar,Haryana Janhit Congress,Male,Graduate,"BA,  Punjab University, Chandigarh",43,3,0,40,51, (All data updated till 22 May 2012)
Kumbakudi Sudhakaran,Elected,18-May-09,In office,Kerala,Kannur,Indian National Congress,Male,Post Graduate,"M.A. (History); Educated at Govt. Brennen College, Telecherry",64,9,0,220,67, (All data updated till 22 May 2012)
Kunwarjibhai Mohanbhai Bavaliya,Elected,18-May-09,In office,Gujarat,Rajkot,Indian National Congress,Male,Graduate,"B.Sc., B.Ed.; Educated at Saurashtra University and Gujarat University, Gujarat",57,5,0,261,70, (All data updated till 22 May 2012)
Lakshmi Panabaka,Elected,18-May-09,In office,Andhra Pradesh,Bapatla,Indian National Congress,Female,Post Graduate,"M.A.; Educated at Andhra University, Vishakhapatnam (Andhra Pradesh) ",53,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Lal Chand Kataria,Elected,18-May-09,In office,Rajasthan,Jaipur Rural,Indian National Congress,Male,Inter/ Higher Secondary,Educated at a Private Institute.,43,6,0,219,92, (All data updated till 22 May 2012)
Lal Ji Tandon,Elected,18-May-09,In office,Uttar Pradesh,Lucknow,Bharatiya Janata Party,Male,Graduate,,77,9,0,46,76, (All data updated till 22 May 2012)
Lal Krishna Advani,Elected,18-May-09,In office,Gujarat,Gandhinagar,Bharatiya Janata Party,Male,Graduate,"Law Graduate; Educated at St. Patricks High School, Karachi, D.G. National College, Hyderabad, Sindh (now in Pakistan) and Government Law College, Mumbai (Maharashtra) ",84,31,0,0,98,"This MP was the Leader of Opposition till the end of Winter Session, 2009 and hence, did not sign the attendance register. Attendance is thus available only from 22nd February, 2010. (All data updated till 22 May 2012)"
Lalit Mohan Suklabaidya,Elected,18-May-09,In office,Assam,Karimganj,Indian National Congress,Male,Post Graduate,"M.A. (Economics); Educated at Karimganj College, Karimganj and Gauhati University (Assam) ",69,18,0,19,95, (All data updated till 22 May 2012)
Lalu Prasad,Elected,18-May-09,In office,Bihar,Saran,Rashtriya Janata Dal,Male,Graduate,"B.A., LL.B.; Educated at Patna University, Patna (Bihar) ",63,74,0,0,76, (All data updated till 22 May 2012)
Lalubhai Babubhai Patel,Elected,18-May-09,In office,Daman and Diu,Daman and Diu,Bharatiya Janata Party,Male,Matric,"Shree Somnath Kolvani Mandal High School, Dabhol, Daman",56,5,0,38,63, (All data updated till 22 May 2012)
Laxman Tudu,Elected,18-May-09,In office,Orissa,Mayurbhanj,Biju Janata Dal,Male,Graduate,"Educated at M.P.C. College, Baripada (Utkal University), Ravenshaw College, Cuttak, Chandua Govt. High School, Mayurbhanj and Sainik School, Bhubaneswar, Orissa.",47,21,0,132,55, (All data updated till 22 May 2012)
M. Anjan Kumar Yadav,Elected,18-May-09,In office,Andhra Pradesh,Secunderabad,Indian National Congress,Male,Graduate,"B.A; Educated at Dharmavanth College, Hyderabad, Andhra Pradesh",51,0,0,465,70, (All data updated till 22 May 2012)
M. B. Rajesh,Elected,18-May-09,In office,Kerala,Palakkad,Communist Party of India (Marxist),Male,Post Graduate,"M.A. (Economics), LL.B.; Educated at NSS College Ottappalam, University of Calicut and Kerala Law Academy Law College Trivandrum, University of Kerala",41,88,0,348,96, (All data updated till 22 May 2012)
M. I. Shanavas,Elected,18-May-09,In office,Kerala,Wayanad,Indian National Congress,Male,Post Graduate,"M.A. (English), LL.B; Educated at Farook College, Kozhikkode and Law College, Ernakulam.",60,26,0,221,81, (All data updated till 22 May 2012)
M. Jagannath,Elected,18-May-09,In office,Andhra Pradesh,Nagarkurnool,Indian National Congress,Male,Post Graduate,"M.B.B.S., D.L.O., M.S. (E.N.T.); Educated at Osmania Medical College, Hyderabad, Andhra Pradesh",61,31,0,200,75, (All data updated till 22 May 2012)
M. K. Alagiri,Elected,18-May-09,In office,Tamil Nadu,Madurai,Dravida Munnetra Kazhagam,Male,Graduate,"B.A.; Educated at Presidency College, Chennai, Tamil Nadu",61,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
M. K. Raghavan,Elected,18-May-09,In office,Kerala,Kozhikode,Indian National Congress,Male,Graduate,B.A. History,60,27,5,323,77, (All data updated till 22 May 2012)
M. Krishnaswamy,Elected,18-May-09,In office,Tamil Nadu,Arani,Indian National Congress,Male,Graduate,"B.A., B.L.; Educated at Law College, Madras, Tamil Nadu",71,8,0,42,88, (All data updated till 22 May 2012)
M. Veerappa Moily,Elected,18-May-09,In office,Karnataka,Chikkballapur,Indian National Congress,Male,Graduate,"B.A., B.L.; Educated at Government Law College, Bangalore",72,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
M. Vijaya Shanthi,Elected,18-May-09,In office,Andhra Pradesh,Medak,Telangana Rashtra Samithi,Female,Matric,S.S.C.,45,0,0,0,13,Complete attendance for this MP is not available (All data updated till 22 May 2012)
Madan Lal Sharma,Elected,18-May-09,In office,Jammu and Kashmir,Jammu,Indian National Congress,Male,Inter/ Higher Secondary,"Educated at Govt. Higher Secondary School, Pallanwalla; Jammu & Kashmir",60,17,0,79,91, (All data updated till 22 May 2012)
Madhu Goud Yaskhi,Elected,18-May-09,In office,Andhra Pradesh,Nizamabad,Indian National Congress,Male,Post Graduate,"B.A., LL.B., LL.M.; Educated at Nizam College, Osmania University; Campus Law Centre, University of Delhi and P.G. College of Law, Osmania University",51,11,0,385,75, (All data updated till 22 May 2012)
Madhu Kora,Elected,18-May-09,In office,Jharkhand,Singhbhum,Independent,Male,Graduate,"Educated at Ignou, Bhubneshwar, Orrisa",41,10,0,43,30,Complete attendance for this MP is not available (All data updated till 22 May 2012)
Madhusudan Yadav,Elected,18-May-09,In office,Chhattisgarh,Rajnandgaon,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Higher Secondary; Educated at Higher Secondary School, Rajnandgaon, Chattisgarh",41,10,0,80,37,Complete attendance for this MP is not available (All data updated till 22 May 2012)
Magunta Srinivasulu Reddy,Elected,18-May-09,In office,Andhra Pradesh,Ongole,Indian National Congress,Male,Graduate,"B.Com; Educated at V.R. College, Nellore, Andhra Pradesh",58,3,0,587,60, (All data updated till 22 May 2012)
Mahabal Mishra,Elected,18-May-09,In office,Delhi,West Delhi,Indian National Congress,Male,Inter/ Higher Secondary,Intermediate (Science); Educated at L.S. College Muzaffarpur,58,28,0,224,94, (All data updated till 22 May 2012)
Mahabali Singh,Elected,18-May-09,In office,Bihar,Karakat,Janata Dal (United),Male,Under Matric,"High School, Bhagwanpur, Distt. Kaimur",57,15,0,10,90, (All data updated till 22 May 2012)
Mahadeo Singh Khandela,Elected,18-May-09,In office,Rajasthan,Sikar,Indian National Congress,Male,Post Graduate,"M.A. (Eco.); Educated at University of Rajasthan, Jaipur",68,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Mahendra Kumar Roy,Elected,18-May-09,In office,West Bengal,Jalpaiguri,Communist Party of India (Marxist),Male,Graduate,"B.A., B.Ed.; Educated at A.C. College, Jalpaiguri, A.C. Training college, Jalpaiguri",56,31,0,125,92, (All data updated till 22 May 2012)
Mahendrasinh Pruthvisinh Chauhan,Elected,18-May-09,In office,Gujarat,Sabarkantha,Bharatiya Janata Party,Male,Graduate,"B.S.A.M., LL.B.; Educated at Akhadanand Ayurvedic Medical College, Jamnagar Ayurvedic University and Law College, Modasa, Gujarat University, Ahmedabad",58,110,6,488,99, (All data updated till 22 May 2012)
Mahesh Joshi,Elected,18-May-09,In office,Rajasthan,Jaipur,Indian National Congress,Male,Doctorate,"M.A., (P.G. Diploma in Journalism); Educated at University of Rajasthan",57,9,0,269,95, (All data updated till 22 May 2012)
Maheshwar Hazari,Elected,18-May-09,In office,Bihar,Samastipur,Janata Dal (United),Male,Graduate,"B.A.; Educated at V.R.V. College, Samastipur, Bihar",49,28,0,268,93, (All data updated till 22 May 2012)
Makhansingh Solanki,Elected,18-May-09,In office,Madhya Pradesh,Khargone,Bharatiya Janata Party,Male,Under Matric,,60,8,0,76,82, (All data updated till 22 May 2012)
Mallikarjun Kharge,Elected,18-May-09,In office,Karnataka,Gulbarga,Indian National Congress,Male,Graduate,"B.A., LL.B; Educated at Karnataka University, Karnataka",69,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Mallipudi Raju Pallam Mangapati,Elected,18-May-09,In office,Andhra Pradesh,Kakinada,Indian National Congress,Male,Post Graduate,"B.E., M.B.A., F.I.E.T.E.; Educated at Andhra University, Visakhapatnam, India and Temple University, Philadelphia, USA",49,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Mamata Banerjee,Elected,18-May-09,09-10-2011,West Bengal,Kolkata Dakshin,All India Trinamool Congress,Female,Post Graduate,"M.A., B.Ed., LL.B., Trained in Work Education, Educated at Calcutta University, West Bengal",57,N/A,N/A,N/A,N/A,"This MP was a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Maneka Gandhi,Elected,18-May-09,In office,Uttar Pradesh,Aonla,Bharatiya Janata Party,Female,Inter/ Higher Secondary,"I.S.C.; Educated at Lawrence School, Sanawar, Himachal Pradesh",55,6,1,197,73, (All data updated till 22 May 2012)
Mangani Lal Mandal,Elected,18-May-09,In office,Bihar,Jhanjharpur,Janata Dal (United),Male,Post Graduate,"M.Com.; Educated at R.K. College, Madhubani (Bihar) and C.M. College, Darbhanga, Bihar University, Muzaffarpur (now Babasaheb Bhimrao Ambedkar Bihar University) ",63,40,0,207,96, (All data updated till 22 May 2012)
Manicka Tagore,Elected,18-May-09,In office,Tamil Nadu,Virudhunagar,Indian National Congress,Male,Graduate,"B.A., L.L.B.; Educated at Bangalore University",36,22,0,233,91, (All data updated till 22 May 2012)
Manikrao Hodlya Gavit,Elected,18-May-09,In office,Maharashtra,Nandurbar,Indian National Congress,Male,Matric,,77,8,0,119,89, (All data updated till 22 May 2012)
Manish Tewari,Elected,18-May-09,In office,Punjab,Ludhiana,Indian National Congress,Male,Graduate,"B.A. (Hons.) Economics, LL.B; Educated at Punjab University, Chandigarh and University of Delhi, New Delhi",46,36,6,283,89, (All data updated till 22 May 2012)
Manohar Tirkey,Elected,18-May-09,In office,West Bengal,Alipurduars,Revolutionary Socialist Party,Male,Inter/ Higher Secondary,"Educated at St. Joseph`s High School Alipurduar JN. Distt. Jalpaiguri, West Bengal",58,23,0,404,59, (All data updated till 22 May 2012)
Mansukhbhai D. Vasava,Elected,18-May-09,In office,Gujarat,Bharuch,Bharatiya Janata Party,Male,Post Graduate,"B.A., M.S.W.; Educated at South Gujarat University, Surat and Gujarat Vidyapith, Ahmedabad, Gujarat",54,35,0,548,84, (All data updated till 22 May 2012)
Marotrao Sainuji Kowase,Elected,18-May-09,In office,Maharashtra,Gadchiroli-Chimur,Indian National Congress,Male,Post Graduate,"M.A. (Political Science); Educated at Nagpur University, Maharashtra",62,14,0,279,84, (All data updated till 22 May 2012)
Mausam Noor,Elected,18-May-09,In office,West Bengal,Maldaha Uttar,Indian National Congress,Female,Graduate,LL.B.; Educated at Calcutta University,32,3,0,0,73, (All data updated till 22 May 2012)
Meena Singh,Elected,18-May-09,In office,Bihar,Arrah,Janata Dal (United),Female,Graduate,B.A.; Educated at Banaras Hindu University (B.H.U.) ,50,21,0,293,88, (All data updated till 22 May 2012)
Meenakshi Natrajan,Elected,18-May-09,In office,Madhya Pradesh,Mandsour,Indian National Congress,Female,Post Graduate,"M.Sc., (Biochemistry), LL.B.; Educated at Holkar Science College, GACC Indore, DAVV University",38,14,0,123,86, (All data updated till 22 May 2012)
Meira Kumar,Elected,18-May-09,In office,Bihar,Sasaram,Indian National Congress,Female,Post Graduate,"M.A., LL.B, Advanced Diploma in Spanish; Educated at Indraprastha College and Miranda House, University of Delhi (Delhi) and Madrid (Spain) ",67,N/A,N/A,N/A,N/A,"As Speaker, this MP does not not sign the attendance register, ask questions, introduce private member bills, or participate in debates. (All data updated till 22 May 2012)"
Mekapati Rajamohan Reddy,Elected,18-May-09,28-02-2012,Andhra Pradesh,Nellore,Indian National Congress,Male,Graduate,"B.E.; Educated at Regional Engineering College, Warangal, Andhra Pradesh",67,3,0,202,62, (All data updated till 22 May 2012)
Milind Murli Deora,Elected,18-May-09,In office,Maharashtra,Mumbai-South,Indian National Congress,Male,Graduate,"BBA (Bachelor of Science in Business Administration); Educated at Sydenham College, Mumbai and Boston University, USA",35,0,0,274,88,"This MP was appointed a minister in July, 2011.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 25th March, 2011. (All data updated till 22 May 2012)"
Mirza Mehboob Beg,Elected,18-May-09,In office,Jammu and Kashmir,Anantnag,Jammu and Kashmir National Conference,Male,Graduate,M.B.B.S.; Educated at Srinagar Medical College,62,42,0,15,83, (All data updated till 22 May 2012)
Mithlesh Kumar,Elected,18-May-09,In office,Uttar Pradesh,Shahjahanpur,Samajwadi Party,Male,Graduate,"B.Sc.; Educated at Bareli College, (Uttar Pradesh) ",47,17,0,126,88, (All data updated till 22 May 2012)
Modugula Venugopala Reddy,Elected,18-May-09,In office,Andhra Pradesh,Narasaraopet,Telugu Desam Party,Male,Graduate,"B.Com., LL.B.; Educated at JKC College, Guntur, Reddy College, Guntur, ILS Law College, Pune",46,17,0,229,65, (All data updated till 22 May 2012)
Mohammed Azharuddin,Elected,18-May-09,In office,Uttar Pradesh,Moradabad,Indian National Congress,Male,Graduate,B.Com; Educated at Nizam College (Osmania University) ,49,2,0,5,76, (All data updated till 22 May 2012)
Mohan Jena,Elected,18-May-09,In office,Orissa,Jajpur,Biju Janata Dal,Male,Post Graduate,"M.A. (Sociology); Educated at Kendrapara College, Kendrapara and P.G.Deptt. of Sociology, Utkal University, Vani Vihar, Bhubaneswar, Orissa",54,20,2,38,75, (All data updated till 22 May 2012)
Mohinder Singh Kaypee,Elected,18-May-09,In office,Punjab,Jalandhar,Indian National Congress,Male,Graduate,"B.A., L.L.B.; Educated at Punjab University, Chandigarh",55,8,0,4,88, (All data updated till 22 May 2012)
Monazir Hassan,Elected,18-May-09,In office,Bihar,Begusarai,Janata Dal (United),Male,Doctorate,"M.A., Ph.D.; Educated at Bhagalpur, University and Bihar Unversity",55,8,0,23,86, (All data updated till 22 May 2012)
Mukul Balkrishna Wasnik,Elected,18-May-09,In office,Maharashtra,Ramtek,Indian National Congress,Male,Post Graduate,"M.A., M.B.A.; Educated at Mount Carmel Convent, SFS High School, Hislop College and Department of Business Management, Nagpur University, Nagpur, Maharashtra",52,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Mulayam Singh Yadav,Elected,18-May-09,In office,Uttar Pradesh,Mainpuri,Samajwadi Party,Male,Post Graduate,"B.A., B.T., M.A. (Political Science); Educated at K.K. College, Etawah, A.K. College, Shikohabad and B.R. College, Agra University, Agra, Uttar Pradesh",72,93,0,0,85, (All data updated till 22 May 2012)
Munde Gopinathrao Pandurang,Elected,18-May-09,In office,Maharashtra,Beed,Bharatiya Janata Party,Male,Graduate,"B.Com., B.G.L.; Educated at Marathwada and Pune University",62,27,0,250,72, (All data updated till 22 May 2012)
Munisamy Thambidurai,Elected,18-May-09,In office,Tamil Nadu,Karur,All India Anna Dravida Munnetra Kazhagam,Male,Doctorate,"M.A., M.Phil., M.Litt., Ph.D.; Educated at Madras Christian College, Madras University, Chennai, Tamil Nadu",65,65,0,256,81, (All data updated till 22 May 2012)
Murarilal Singh,Elected,18-May-09,In office,Chhattisgarh,Surguja,Bharatiya Janata Party,Male,Inter/ Higher Secondary,,60,3,0,62,70, (All data updated till 22 May 2012)
Murli Manohar Joshi,Elected,18-May-09,In office,Uttar Pradesh,Varanasi,Bharatiya Janata Party,Male,Doctorate,"M.Sc. (Physics), D. Phil.; Educated at Allahabad University, Allahabad, Uttar Pradesh",78,25,0,410,86, (All data updated till 22 May 2012)
N Cheluvaraya Swamy @ Swamygowda,Elected,18-May-09,In office,Karnataka,Mandya,Janata Dal (Secular),Male,Diploma Course,"Diploma in Civil Engineering; Educated at Govt. Polytechnic, K. R. Pette, Karnataka",51,17,0,645,61, (All data updated till 22 May 2012)
N. Peethambara Kurup,Elected,18-May-09,In office,Kerala,Kollam,Indian National Congress,Male,Graduate,"B.A., LL.B.; Educated at Kerala University, Kerala",70,16,0,111,86, (All data updated till 22 May 2012)
N.Dharam Singh,Elected,18-May-09,In office,Karnataka,Bidar,Indian National Congress,Male,Post Graduate,"MA, LL.B.; Educated at Osmania University, Hyderabad",75,2,0,4,71, (All data updated till 22 May 2012)
N.S.V. Chitthan,Elected,18-May-09,In office,Tamil Nadu,Dindigul,Indian National Congress,Male,Graduate,"B.A. (Economics); Educated at Madurai College, Madurai Thiaganajar College, Madurai",78,42,2,251,92, (All data updated till 22 May 2012)
Nalin Kumar Kateel,Elected,18-May-09,In office,Karnataka,Dakshina Kannada,Bharatiya Janata Party,Male,Matric,"Educated at St. Philomeaia Higher School, Puttar, T.W. D.K. Distt. Karnataka",45,6,0,97,70, (All data updated till 22 May 2012)
Nama Nageswara Rao,Elected,18-May-09,In office,Andhra Pradesh,Khammam,Telugu Desam Party,Male,Inter/ Higher Secondary,,55,77,0,305,82, (All data updated till 22 May 2012)
Namo Narain Meena,Elected,18-May-09,In office,Rajasthan,Tonk-Sawai Madhopur,Indian National Congress,Male,Post Graduate,"M. A. (Geography); Educated at M.B. College, Udaipur, Rajasthan",68,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Narahari Mahato,Elected,18-May-09,In office,West Bengal,Purulia,All India Forward Bloc,Male,Post Graduate,"B.A. (Pass), M.A. (Pol. Sc., History, Bengali), B.Ed.; Educated at Burdwan University, West Bengal and Ranchi University, Jharkhand",56,47,0,447,71, (All data updated till 22 May 2012)
Naramalli Sivaprasad,Elected,18-May-09,In office,Andhra Pradesh,Chittoor,Telugu Desam Party,Male,Graduate,"M.B.B.S.; Educated at S.V. Medical College, Tirupati, Chittoor (Andhra Pradesh) ",60,5,0,12,58, (All data updated till 22 May 2012)
Naranbhai Kachhadia,Elected,18-May-09,In office,Gujarat,Amreli,Bharatiya Janata Party,Male,Under Matric,"Educated at Charkhadiya, Govt. of Primary School",57,64,0,490,93, (All data updated till 22 May 2012)
Narayan Singh Amlabe,Elected,18-May-09,In office,Madhya Pradesh,Rajgarh,Indian National Congress,Male,Inter/ Higher Secondary,"Educated at Madhya Pradesh Board, Bhopal",60,45,0,97,95, (All data updated till 22 May 2012)
Narendra Singh Tomar,Elected,18-May-09,In office,Madhya Pradesh,Morena,Bharatiya Janata Party,Male,Graduate,"Educated at Jiwaji University, Gwalior, Madhya Pradesh",54,7,0,164,70, (All data updated till 22 May 2012)
Natubhai Gomanbhai Patel,Elected,18-May-09,In office,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Bharatiya Janata Party,Male,Under Matric,,40,2,0,33,50, (All data updated till 22 May 2012)
Naveen Jindal,Elected,18-May-09,In office,Haryana,Kurukshetra,Indian National Congress,Male,Post Graduate,"MBA, B.Com. (Hons.), Educated at University of Texas, Dallas, U.S.A.; Hansraj College, University of Delhi, Delhi",42,14,0,332,82, (All data updated till 22 May 2012)
Navjot Singh Sidhu,Elected,18-May-09,In office,Punjab,Amritsar,Bharatiya Janata Party,Male,Graduate,"B.A., LL.B.",48,3,0,99,27, (All data updated till 22 May 2012)
Neeraj Shekhar,Elected,18-May-09,In office,Uttar Pradesh,Ballia,Samajwadi Party,Male,Graduate,B.A. (Hons.); Educated at Modern School and Atmaram Sanatan College,43,26,0,498,93, (All data updated till 22 May 2012)
Nikhil Kumar Choudhary,Elected,18-May-09,In office,Bihar,Katihar,Bharatiya Janata Party,Male,Graduate,"B.Sc.; Eductaed at T.N.B. College, Bhagalpur, Bihar",66,20,0,65,85, (All data updated till 22 May 2012)
Nilesh Narayan Rane,Elected,18-May-09,In office,Maharashtra,Ratnagiri-Sindhudurg,Indian National Congress,Male,Doctorate,"Ph.d; Educated at Mumbai University, Maharashtra",31,8,0,355,74, (All data updated till 22 May 2012)
Ninong Ering,Elected,18-May-09,In office,Arunachal Pradesh,Arunachal East,Indian National Congress,Male,Graduate,"B.A.; Educated at J.N. College, Pasighat, Arunachal Pradesh",53,18,0,20,89, (All data updated till 22 May 2012)
Nirmal Khatri,Elected,18-May-09,In office,Uttar Pradesh,Faizabad,Indian National Congress,Male,Doctorate,"M.A. (Pol Sc.), LL.B., Ph.D.; Educated at K. S. Saket Post-Graduate College, Ayodhya, Faizabad; (Uttar Pradesh) ",61,33,0,24,98, (All data updated till 22 May 2012)
Nishikant Dubey,Elected,18-May-09,In office,Jharkhand,Godda,Bharatiya Janata Party,Male,Post Graduate,"B.A. (H), M.B.A.; Educated at Marwari College Bhagalpur (Bihar) and F.M.S. Delhi University (Delhi) ",43,58,2,530,94, (All data updated till 22 May 2012)
Nityananda Pradhan,Elected,18-May-09,In office,Orissa,Aska,Biju Janata Dal,Male,Post Graduate,"M.A., LL.B. Educated at Khallikote College, Berhampur, Ganjam, Orissa and Berhampur Law College, Berhampur",67,6,0,483,72, (All data updated till 22 May 2012)
Nripendra Nath Roy,Elected,18-May-09,In office,West Bengal,Cooch Behar,All India Forward Bloc,Male,Graduate,"B.A.; Educated at Dinhata College, Distt-Coochbehar, West Bengal",53,36,0,442,71, (All data updated till 22 May 2012)
O. S. Manian,Elected,18-May-09,In office,Tamil Nadu,Mayiladuthurai,All India Anna Dravida Munnetra Kazhagam,Male,Inter/ Higher Secondary,"P.U.C.; Educated at Kathir Mohaitheen College, Athirampattinam",58,33,0,15,59, (All data updated till 22 May 2012)
Om Prakash Yadav,Elected,18-May-09,In office,Bihar,Siwan,Independent,Male,Graduate,"B.Sc.; Educated at D.A.V. College, Siwan, Bihar",50,25,9,255,71, (All data updated till 22 May 2012)
P. Balram,Elected,18-May-09,In office,Andhra Pradesh,Mahabubabad,Indian National Congress,Male,Graduate,"B.A.; Educated at Andhra University, Hyderabad",47,8,0,387,69, (All data updated till 22 May 2012)
P. C. Mohan,Elected,18-May-09,In office,Karnataka,Bangalore Central,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Educated at Vijiya College,48,3,0,153,72, (All data updated till 22 May 2012)
